Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name
HG2510_PATCH	114880	119272	-1	
HG2510_PATCH	244122	248512	1	
HG2114_PATCH	91958	147756	-1	AGBL2
HG2419_PATCH	154203	159165	-1	VPS28
HG2525_PATCH	128450	129005	-1	
HG2525_PATCH	137530	137903	-1	
HG2525_PATCH	154852	156563	1	
HG2525_PATCH	158568	159244	-1	SNX18P23
HG2525_PATCH	163311	170698	-1	
13	60916981	60945955	1	LINC01442
HG2525_PATCH	171300	171817	1	MTCO3P39
HG2525_PATCH	171880	172194	1	MTND3P22
HG2525_PATCH	195768	196487	-1	
13	47763460	47764606	1	NAP1L4P3
HG2525_PATCH	264751	265470	1	
13	37142967	37146718	-1	
13	55999200	56000448	-1	HNF4GP1
13	68654572	68655050	1	RPL12P34
21	46420553	46421034	-1	RPL18AP2
13	59010332	59010604	1	HMGN2P39
21	46462471	46469306	1	DIP2A-IT1
13	38902387	38902650	1	PLA2G12AP2
13	68985058	68986064	1	ZDHHC20P4
21	46525618	46525722	1	RNU6-396P
13	45671845	45672391	1	COX4I1P2
21	33481580	33482195	-1	RPS5P3
13	53345211	53410880	1	
21	33518610	33519108	-1	BTF3P6
13	57632759	57633575	-1	
21	33550662	33550728	1	MIR6501
21	37100814	37101343	1	
21	37215605	37215903	1	RN7SL678P
13	26905362	26905861	1	FGFR1OP2P1
13	67831876	67832827	-1	NPM1P22
13	79090783	79094119	1	NIPA2P5
13	57391171	57391518	-1	RPL31P53
13	72460132	72460329	-1	RPL18AP17
13	56214373	56216942	1	SPATA2P1
13	78849231	78851208	1	HSPD1P8
21	37073226	37203112	1	TTC3
13	78761175	78761651	1	RPL21P111
13	70923664	70924455	1	MTCL1P1
13	38687077	38887131	1	FREM2
HG2512_PATCH	88886	89195	-1	
HG2512_PATCH	257219	261614	1	
13	75237944	75240296	-1	CTAGE11P
13	57147488	57150509	1	PRR20B
HG2114_PATCH	148861	199810	-1	FNBP4
13	68301605	68303302	-1	HNRNPA1P18
13	34082429	34083310	-1	VDAC1P12
13	58377513	58377774	1	
13	68634190	68634486	1	RPS3AP52
13	58528615	58531026	1	CTAGE16P
13	84562364	84563236	1	LINC00333
13	57160632	57163653	1	PRR20D
13	86402982	86462734	-1	
13	83145540	83145903	1	
13	57167197	57170218	1	PRR20E
13	84520103	84521568	1	MTND4P1
13	57204379	57204799	1	MTCO2P3
13	67902208	67903221	1	OR7E111P
13	84063106	84069408	1	
13	78596129	78599619	1	
13	78422823	78423192	1	RPL31P54
HG2527_PATCH	37653	39061	1	
13	45702320	45714559	1	CBY2
HG2527_PATCH	20768	35515	1	TCEAL2
HG2527_PATCH	48798	51067	-1	BEX5
HG2527_PATCH	33591	38060	-1	TCEAL6
HG2114_PATCH	159261	159359	-1	Y_RNA
HG2114_PATCH	228536	228746	1	
HG2114_PATCH	236663	236769	-1	RNA5SP340
13	84020327	84020762	1	UBE2D3P4
HG2114_PATCH	252567	252656	-1	Y_RNA
HG2114_PATCH	273691	274049	1	YPEL5P2
13	26606544	26641793	-1	WASF3-AS1
HG2114_PATCH	45141	74973	-1	MTCH2
13	81018176	81044691	1	LINC00377
13	79166119	79166885	1	BCAS2P3
13	71296210	71297235	1	RABEPKP1
13	38922727	38936199	-1	ANKRD26P2
13	78598362	78603552	-1	POU4F1
13	53323784	53331065	-1	
13	73036401	73036848	1	PSMD10P3
13	30022021	30023800	-1	
13	78275720	78277514	-1	
13	39038306	39050109	1	NHLRC3
HG2419_PATCH	64560	91889	1	SLC52A2
HG2513_PATCH	104743	105052	-1	
HG2513_PATCH	148975	153371	-1	
HG2513_PATCH	278080	282474	1	
HG2513_PATCH	435487	435578	1	MIR6724-3
HG2513_PATCH	436023	436112	1	
HG2513_PATCH	440544	441466	-1	
HG2513_PATCH	442732	442884	1	RNA5-8SN3
HG2513_PATCH	464882	465360	1	
HG2513_PATCH	467800	468128	1	
HG2513_PATCH	469008	469241	1	
HG2513_PATCH	470885	471196	1	
HG2513_PATCH	479655	479746	1	MIR6724-4
HG2513_PATCH	480210	480299	1	
HG2513_PATCH	484754	485676	-1	
HG2513_PATCH	486948	487100	1	RNA5-8SN1
HG2513_PATCH	509445	509923	1	
HG2513_PATCH	512379	512711	1	
HG2513_PATCH	513591	513824	1	
HG2513_PATCH	515445	515756	1	
13	53028813	53052057	1	OLFM4
13	100756551	100757059	-1	ARF4P3
13	78908919	78910542	1	CCT5P2
13	57140918	57143939	1	PRR20A
13	75250480	75252012	1	LINC01078
13	69101832	69102056	-1	SNRPFP3
HG2554_PATCH	19051	23212	1	PFDN5
13	59665583	60163928	-1	DIAPH3
HG2554_PATCH	23454	30927	1	MYG1
HG2554_PATCH	31206	48614	-1	AAAS
21	30319124	30320315	-1	KRTAP26-1
21	30337013	30337694	-1	KRTAP27-1
21	30356515	30356885	-1	KRTAP13-6P
21	30371390	30372271	-1	KRTAP13-2
21	30375294	30375378	-1	MIR4327
21	30396031	30396822	1	KRTAP13-1
21	30436466	30436964	-1	KRTAP13-5P
21	30440275	30440869	1	KRTAP15-1
21	30479706	30480367	-1	KRTAP19-1
21	30487043	30487436	-1	KRTAP19-2
21	30491462	30492013	-1	KRTAP19-3
21	30496824	30497165	-1	KRTAP19-4
HG2576_PATCH	1381	20171	1	PNLIPRP1
21	30501657	30502141	-1	KRTAP19-5
21	30510307	30510497	-1	KRTAP19-9P
21	30514613	30514799	-1	KRTAP19-10P
21	30526546	30526701	-1	
21	30537278	30537381	-1	KRTAP19-11P
HG2554_PATCH	50325	69065	-1	SP7
21	30541535	30541864	-1	KRTAP19-6
21	30560875	30561314	-1	KRTAP19-7
21	30590105	30590397	-1	KRTAP22-2
HG2554_PATCH	22415	24134	-1	
21	30601087	30601382	1	KRTAP22-1
21	30616425	30616699	1	KRTAP20-1
21	30620627	30620850	1	KRTAP20-4
21	30635206	30635619	1	KRTAP20-2
21	30642864	30643136	1	KRTAP20-3
21	30718525	30718777	-1	KRTAP21-3
21	30741780	30742595	-1	KRTAP21-4P
HG2576_PATCH	74692	81260	-1	SPMIP5
21	30746794	30747259	-1	KRTAP21-2
21	30755015	30755428	-1	KRTAP21-1
21	30348399	30348606	-1	KRTAP23-1
HG2576_PATCH	81030	83746	1	HSPA12A-AS1
21	30425380	30425926	-1	KRTAP13-3
HG2526_HG2573_PATCH	77824	86614	1	OR4K2
HG2576_PATCH	160901	162257	1	RPL5P27
21	16035413	16035509	-1	RNU6-426P
21	16094415	16095372	-1	VDAC2P1
HG2576_PATCH	31949	56139	1	PNLIPRP2
21	16121310	16121644	-1	RPS26P5
HG2526_HG2573_PATCH	123289	124260	1	OR4K5
21	16284696	16284768	-1	SNORD74B
21	16417139	16419080	-1	
HG2526_HG2573_PATCH	133599	139439	1	OR4K1
21	16505555	16507916	-1	
21	16525919	16527019	1	
HG2526_HG2573_PATCH	178273	179247	1	OR4K15
HG2526_HG2573_PATCH	216824	221988	-1	OR4K14
21	16539089	16539169	1	MIR99A
21	16539828	16539911	1	MIRLET7C
21	16574718	16582637	-1	
HG2526_HG2573_PATCH	232080	238719	-1	OR4K13
21	16590237	16590325	1	MIR125B2
21	16718998	16719157	1	RNU1-98P
HG2526_HG2573_PATCH	262726	263664	1	OR4L1
21	30430220	30431026	1	KRTAP13-4
HG2526_HG2573_PATCH	292811	292908	1	RNA5SP380
21	30598590	30598902	-1	KRTAP6-2
HG2526_HG2573_PATCH	313420	324880	1	OR4K17
HG2526_HG2573_PATCH	341501	348152	1	OR4N5
21	30613431	30613930	-1	KRTAP6-1
HG2526_HG2573_PATCH	393577	403756	1	OR11G2
21	5011799	5017145	1	
HG2526_HG2573_PATCH	426391	427383	1	OR11H6
HG2526_HG2573_PATCH	441967	447030	1	OR11H4
21	5130871	5154658	-1	
HG2526_HG2573_PATCH	459239	508641	-1	TTC5
HG2526_HG2573_PATCH	514049	535993	-1	CCNB1IP1
21	5116341	5128369	-1	
HG2526_HG2573_PATCH	520630	522388	1	
HG2526_HG2573_PATCH	525860	526007	-1	SNORA79B
HG2526_HG2573_PATCH	529131	529207	-1	SNORD126
HG2526_HG2573_PATCH	545756	546088	-1	RPPH1
HG2526_HG2573_PATCH	546296	560585	1	PARP2
21	5073458	5087867	1	
21	5022531	5036771	1	
HG2526_HG2573_PATCH	568348	616182	-1	TEP1
HG2115_PATCH	34742	35118	-1	H2AZP4
HG2571_PATCH	3311	4400	-1	VN1R17P
HG2571_PATCH	39828	52932	1	
HG2115_PATCH	38188	119189	-1	
HG2115_PATCH	39776	39891	1	MIR548K
HG2115_PATCH	75749	77236	1	
HG2571_PATCH	61278	61384	1	Y_RNA
HG2571_PATCH	63855	98310	-1	ZNF496
HG2115_PATCH	80692	83030	-1	
21	5155499	5163695	-1	
HG2115_PATCH	114019	114498	-1	
HG2115_PATCH	133534	159776	-1	CTTN-DT
21	32841496	32841811	-1	
21	32841861	32841995	-1	SNORA70
21	45403809	45404943	-1	BNAT1
HG2115_PATCH	159692	197872	1	CTTN
21	42599280	42615094	-1	LINC01671
HG2571_PATCH	98497	160282	1	ZNF496-DT
21	46324124	46445769	1	PCNT
HG2578_PATCH	11458	12399	1	OR51P1P
HG2578_PATCH	33333	34271	1	OR52J2P
HG2578_PATCH	42846	43781	1	OR52J3
HG2578_PATCH	54970	55947	-1	OR52E2
HG2578_PATCH	72451	73387	-1	OR52S1P
HG2578_PATCH	88997	89932	1	OR52E3P
HG2578_PATCH	100474	101405	1	OR52J1P
HG2578_PATCH	102383	103851	-1	
HG2578_PATCH	116942	117899	-1	OR52A4P
HG2578_PATCH	117476	120834	-1	
HG2526_HG2573_PATCH	617668	617779	1	RNA5SP382
HG2578_PATCH	65892	66818	1	OR52E1
HG2526_HG2573_PATCH	628533	638847	-1	KLHL33
HG2571_PATCH	104329	114519	-1	
HG2571_PATCH	22415	23653	1	VN1R5
HG2526_HG2573_PATCH	649082	657770	-1	OSGEP
HG2526_HG2573_PATCH	657872	660453	1	APEX1
HG2526_HG2573_PATCH	660362	664146	-1	PIP4P1
HG2526_HG2573_PATCH	664673	679775	1	PNP
HG2526_HG2573_PATCH	708218	716565	1	RNASE10
HG2526_HG2573_PATCH	50049	50945	1	OR4K6P
HG2526_HG2573_PATCH	70879	71825	-1	OR4K3
HG2526_HG2573_PATCH	108599	109282	1	OR4K4P
HG2526_HG2573_PATCH	110778	111331	-1	
HG2526_HG2573_PATCH	157172	160678	1	
HG2526_HG2573_PATCH	159282	160250	1	OR4K16P
HG2526_HG2573_PATCH	246597	247508	1	OR4U1P
HG2526_HG2573_PATCH	296034	296944	1	OR4T1P
HG2526_HG2573_PATCH	351913	352426	1	PSMB7P1
21	44472895	44473739	1	MTND6P21
HG2526_HG2573_PATCH	376313	376494	-1	GTF2IP22
21	33334596	33335097	1	USF1P1
HG2526_HG2573_PATCH	381870	382837	1	OR11G1P
HG2526_HG2573_PATCH	386606	386979	-1	OR11P1P
HG2526_HG2573_PATCH	407287	413179	1	
HG2526_HG2573_PATCH	411954	412879	1	OR11H5P
HG2526_HG2573_PATCH	463161	466989	-1	
HG2526_HG2573_PATCH	508411	509492	1	
HG2526_HG2573_PATCH	545729	546366	-1	
HG2526_HG2573_PATCH	546914	549569	-1	
21	33543038	33577481	1	SON
13	69408216	69408735	-1	SRSF1P1
HG2526_HG2573_PATCH	640382	646493	1	
13	100539901	100540248	-1	RPS26P47
13	57631744	57729311	1	PCDH17
HG2526_HG2573_PATCH	640663	643949	1	
HG2526_HG2573_PATCH	653986	654599	1	
HG2526_HG2573_PATCH	677470	679770	-1	
HG2526_HG2573_PATCH	204845	205786	1	OR4Q2
HG2526_HG2573_PATCH	431662	433430	1	OR11H7
HG2577_PATCH	28329	28937	1	MPTX1
HG2577_PATCH	30867	31827	-1	OR10J2P
HG2577_PATCH	41540	60050	1	FCER1A
HG2115_PATCH	26511	146600	1	PPFIA1
HG2580_PATCH	1299	28101	1	GPRC5C
HG2577_PATCH	97992	220895	-1	
13	89361160	89363224	-1	SP3P
HG2577_PATCH	102919	103852	1	OR10J7P
13	72703693	72704138	1	RPL21P110
HG2577_PATCH	117987	118915	1	OR10J8P
13	89181324	89280240	1	LINC00440
HG2577_PATCH	157249	158235	-1	OR10J9P
HG2577_PATCH	189672	194905	1	OR10J1
13	37220860	37221246	-1	RPS12P24
HG2577_PATCH	218148	235203	1	LINC02819
13	81272891	81273170	1	HIGD1AP2
HG2577_PATCH	65496	66485	-1	OR10J3
13	80619098	80620067	-1	HNRNPA1P31
13	85693937	85783203	-1	
HG2577_PATCH	184030	184965	1	OR10J4
13	86266842	86266926	-1	
HG2580_PATCH	42847	61242	1	CD300A
13	85837126	85837532	-1	
13	78488182	78488513	1	ELOCP23
13	84521725	84523915	1	MTND5P3
13	77569175	77586812	-1	
13	33846190	33850825	1	
13	83907301	83907781	-1	VENTXP2
13	103444620	103444968	-1	ATP6V1G1P7
HG2580_PATCH	97622	107923	-1	CD300LB
13	80888348	80888867	1	ARF4P4
13	103420825	103428298	1	LINC01309
HG2580_PATCH	108854	111327	1	
HG2580_PATCH	117521	122563	-1	CD300C
13	78285838	78286288	1	SRGNP1
HG2580_PATCH	125847	129185	-1	
13	36740041	36740863	1	GAPDHP34
HG2580_PATCH	155813	168731	-1	CD300LD
HG2580_PATCH	161127	170657	1	CD300LD-AS1
13	46553168	46753040	1	LRCH1
HG2580_PATCH	136619	143957	-1	CD300H
HG2541_PATCH	57598	58231	1	
HG2541_PATCH	97740	97850	-1	MIR766
HG2541_PATCH	39338	57426	-1	
13	18248913	18249035	-1	
13	77599755	77606551	-1	SCEL-AS1
HG287_PATCH	49168	49743	-1	CDC42P6
HG287_PATCH	14718	141368	1	GBA3
13	100623875	100624429	-1	COX5BP6
13	39169636	39169951	-1	NXT1P1
13	97986950	97987216	-1	FTLP8
13	42933858	42934892	1	ZDHHC4P1
13	86275493	86277262	1	DDX6P2
13	85363601	85544570	1	LINC00351
13	47946053	47956830	1	
13	69221866	69322190	1	LINC00383
13	107870383	107873372	1	
13	89548691	89553804	-1	LINC00353
13	89991831	89992878	1	PEX12P1
13	57140918	57157082	1	PRR20C
HG2116_PATCH	107798	108262	-1	NDUFB11P1
13	80115733	80134368	-1	
13	36741878	36742465	-1	TCEAL4P1
HG2116_PATCH	138262	139016	-1	PGAM1P9
13	29306778	29307785	1	GAPDHP69
13	98610292	98610876	-1	NUS1P4
13	85792790	85806683	-1	SLITRK6
13	104125930	104134257	1	
13	47766640	47767085	-1	RPL27AP8
13	100535741	100587146	-1	
13	47825330	47835956	-1	
13	98629686	98629989	-1	CYCSP35
13	24328211	24329072	1	NUS1P3
13	100338982	100364959	-1	
13	107788342	107835451	-1	NALF1-IT1
21	10454134	10516431	1	BAGE2
13	112067149	112071706	1	SOX1
13	98640814	98641239	-1	CALM2P4
13	29339566	29339869	-1	
13	18206570	18207466	-1	
21	13038208	13067033	1	ANKRD30BP2
13	108596152	109208005	1	MYO16
21	14274092	14362754	1	ABCC13
21	33229892	33297160	1	IFNAR2-IL10RB
HG2569_PATCH	16816	17676	-1	IFNL3P1
HG2569_PATCH	23838	25633	-1	IFNL3
HG2569_PATCH	35298	35651	-1	MSRB1P1
HG2569_PATCH	44764	46199	1	IFNL4P1
HG2569_PATCH	48778	50570	1	IFNL2
HG2569_PATCH	76789	79055	1	IFNL1
HG2569_PATCH	86948	101245	-1	LRFN1
21	46093264	46097530	-1	COL6A2-DT
21	13654073	13654356	1	
HG2569_PATCH	108735	122754	-1	GMFG
21	13665868	13667546	-1	GRAMD4P1
21	13676022	13677116	1	CXADRP1
21	13679300	13681138	-1	
21	13704853	13705518	1	LONRF2P5
21	13724189	13724274	1	MIR8069
21	13762338	13764332	1	FEM1AP1
21	13769932	13771740	1	
21	13776086	13777266	1	TERF1P1
21	13792635	13793141	1	FAM207CP
21	13824406	13825635	-1	GXYLT1P2
21	13826696	13827627	1	CNN2P7
21	13839118	13839409	1	ZNF114P1
HG2569_PATCH	116568	116997	1	
21	13846759	13847713	-1	CYP4F29P
HG2569_PATCH	122154	122410	-1	
21	13905960	13906488	-1	SNX18P13
HG2569_PATCH	26697	29238	-1	IFNL4
21	13909574	13935655	-1	
21	13909574	13979911	-1	ANKRD20A11P
HG405_PATCH	14687	68509	-1	CMC2
21	13936993	13937325	-1	RHOT1P2
21	14757588	14758352	1	POLR2CP1
21	14774301	14775262	1	GAPDHP16
21	14829154	14829989	-1	RBMX2P1
21	14961235	15065936	-1	NRIP1
HG2118_PATCH	14855	15752	-1	
HG2118_PATCH	46805	49018	1	
HG2118_PATCH	59543	125319	1	CCDC40
21	15050189	15052379	1	
21	15067070	15067837	1	LINC02920
HG405_PATCH	30558	32333	-1	
HG405_PATCH	54791	81353	1	CENPN
21	34513142	34615113	-1	RCAN1
13	19841827	19843672	1	
13	97901653	97902288	1	RPL7AP61
13	81114866	81115295	-1	DPPA3P3
HG2118_PATCH	123534	123583	1	MIR1268B
HG2118_PATCH	126262	144587	1	GAA
13	45687548	45688469	-1	AKR1B1P4
13	109752695	109786583	-1	IRS2
13	112376355	112434689	1	SPACA7
HG405_PATCH	65031	83998	-1	CENPN-AS1
HG405_PATCH	70555	144523	-1	
HG405_PATCH	79009	79724	1	
HG2118_PATCH	159075	171857	-1	EIF4A3
HG405_PATCH	84081	95589	1	ATMIN
HG405_PATCH	101736	125506	-1	C16orf46
HG2118_PATCH	171956	173302	1	
HG2118_PATCH	174333	174504	1	
HG2118_PATCH	225379	230655	-1	
HG405_PATCH	101826	144535	-1	
13	82823131	82824136	1	GYG1P2
13	74828553	74830080	1	RIOK3P1
13	112313467	112321758	1	LINC01043
HG2118_PATCH	70359	94455	-1	
HG405_PATCH	103540	104665	1	
13	103343660	103396450	1	
HG405_PATCH	118093	124837	1	
13	112322567	112331225	-1	LINC01044
HG405_PATCH	125558	127100	1	C16orf46-DT
13	97939356	97953539	1	
HG405_PATCH	130184	144634	-1	GCSH
13	75136154	75136940	1	SSR1P2
13	89833157	89833941	-1	RPL7L1P1
13	107163510	107867496	-1	NALF1
13	104814327	104815069	1	RPL7P45
13	106232131	106371082	-1	
13	83996173	83997597	1	
13	98553243	98553780	1	
HG405_PATCH	154772	154878	-1	RNU6-1191P
HG405_PATCH	200081	202237	1	
13	113667219	113737736	1	GRK1
HG405_PATCH	310185	312352	-1	
HG405_PATCH	149114	268655	-1	PKD1L2
13	107465984	107466674	-1	
21	29351634	29361894	1	BACH1-IT1
13	112083549	112085471	1	
13	89248818	89250100	-1	TRIM60P13
13	106955689	106961392	-1	
21	29359002	29359453	1	
13	39856710	39857094	-1	AZU1P1
21	29370019	29376339	-1	BACH1-AS1
13	18491904	18492419	1	BNIP3P7
13	29764371	29850617	-1	UBL3
21	29370497	29373709	1	BACH1-IT2
21	29496047	29500386	1	BACH1-IT3
21	29536933	29940033	-1	GRIK1
13	85968999	85969533	1	MOB1AP1
13	89477608	89500509	-1	LINC01040
13	29865959	29866169	-1	TIMM8BP1
13	86060813	86170890	1	
13	100537365	100539567	1	
13	42781550	42791549	1	FAM216B
13	88978447	88978785	-1	GRPEL2P1
13	105690429	105702689	1	
13	18331933	18348596	1	
13	18297554	18298733	1	KMT5AP1
13	18418526	18418632	1	U6
13	20433778	20433846	-1	MIR4499
13	24162416	24162504	1	MIR2276
13	29864372	29864629	-1	Metazoa_SRP
13	34100711	34100838	-1	
13	33829539	33829649	-1	RNU5A-4P
13	37854852	37854970	-1	RNA5SP26
13	38779424	38779516	1	RNU6-56P
13	37166352	37166658	-1	RN7SKP1
13	39857135	39857227	-1	SNORD116
13	40226827	40226932	1	RNY3P9
13	40407122	40407440	-1	RN7SKP2
13	45551485	45551603	-1	RNA5SP27
13	47458941	47459234	-1	RN7SL700P
13	45732082	45732356	-1	Metazoa_SRP
13	53258077	53258372	1	RN7SL618P
13	55174454	55174548	1	MIR5007
13	56885284	56885602	-1	RN7SKP6
13	55128285	55128444	1	
13	57991350	57991464	1	RNA5SP30
13	58527655	58527751	-1	RNY4P29
13	61199798	61199880	-1	MIR3169
13	59480070	59480132	1	RNU7-88P
13	60789560	60789661	1	RNY3P5
13	60034465	60034762	-1	RN7SL375P
13	72453902	72453967	-1	
13	68693804	68694081	-1	RN7SL761P
13	72706017	72706123	-1	RNU6-80P
13	72567213	72567380	1	
13	72586680	72586810	1	
13	72460519	72460601	-1	
13	73227147	73227260	1	RNY1P8
13	73191528	73191667	1	RNU4-10P
13	73112915	73113018	-1	RNU6-66P
13	72881108	72881214	-1	RNU6-79P
13	69802940	69803041	1	RNY3P10
13	76134931	76135225	1	RN7SL571P
13	79389534	79389631	-1	RNA5SP33
13	80369426	80369534	-1	RNU6-61P
13	70459464	70459570	1	RNU6-54P
13	77623372	77623472	1	RNY3P7
13	81265747	81265837	1	RNU6-77P
13	78355227	78355328	-1	RNY3P3
13	75109587	75109693	1	RNU6-38P
13	83298071	83298167	-1	RNU6-67P
13	89837170	89837237	1	
13	98671980	98672278	1	RN7SL60P
13	105897523	105897643	-1	
13	107320895	107320963	-1	SNORD31B
13	107531171	107531248	-1	MIR1267
13	106155372	106155490	-1	RNA5SP38
13	112052078	112052138	1	
13	22099163	22099544	-1	NME1P1
13	22113119	22113338	-1	MTND3P1
13	22589699	22593871	-1	
13	22696023	22696574	-1	FTH1P7
13	22704739	22706206	-1	DDX39AP1
13	22803145	22803224	1	SNORD36
13	22837026	22837880	-1	IPMKP1
13	22850101	22850561	1	RFESDP1
13	22897341	22898005	-1	BASP1P1
13	22931537	22931999	1	
21	29657406	29657831	1	
13	23134174	23134564	1	HMGA1P6
13	23152586	23152686	-1	RNY3P4
21	29748175	29764002	1	GRIK1-AS1
13	23217432	23217534	-1	RNU6-58P
13	23243520	23247184	1	TATDN2P3
13	23267506	23269150	1	SDAD1P4
13	23373423	23374061	1	RPLP1P13
13	23465776	23487712	1	LINC00327
21	6789592	6812297	1	
21	6859171	6859256	1	hsa-mir-8069-1
21	6897291	6899280	1	
21	6904884	6906692	1	
21	6444869	6467513	-1	
13	23498796	23502874	1	LINC00352
13	48316863	48320475	-1	PPP1R26P1
13	48328084	48328564	-1	PCNPP5
13	48340797	48341330	-1	
HG2213_PATCH	24050	352487	1	CTIF
13	48429269	48429554	1	Metazoa_SRP
21	6484623	6499248	-1	
13	48532013	48532599	-1	
21	6499203	6564489	1	
13	49996415	49996501	-1	MIR3613
13	50015254	50020922	1	KCNRG
21	5972924	5973383	-1	
21	6008604	6008810	1	
21	6060340	6076305	1	
13	50044649	50044768	1	
21	6084381	6091407	-1	
13	50045143	50045232	1	
13	50048973	50049061	-1	MIR16-1
13	50049119	50049201	-1	MIR15A
13	50049591	50049663	1	
13	50068107	50068164	1	
21	6111131	6123778	1	
13	50075570	50075653	1	
13	50081843	50081978	1	
13	50082295	50082484	1	
21	7744951	7758630	1	
13	50099331	50099868	1	RPL18P10
13	50104833	50105174	1	
21	7769588	7770548	-1	
13	50361410	50361763	-1	RPL34P26
21	7788703	7793954	-1	
13	50812988	50813106	-1	RNA5SP28
21	7816677	7829632	-1	
13	51027747	51027852	-1	RNA5SP29
13	51161723	51162357	-1	RPL5P31
21	25943044	25943145	-1	RNU6-123P
13	51195881	51196081	1	PRELID3BP2
21	26190707	26190813	1	RNU6-926P
21	44697172	44698044	1	KRTAP10-12
21	37951425	38121360	-1	DSCR4
13	51348567	51348639	-1	MIR5693
13	51222334	51284239	1	FAM124A
21	38006544	38010618	-1	DSCR4-IT1
21	9810381	9810503	-1	LINC01667
21	9997487	9998033	-1	
21	25361821	25362431	1	RPL13AP7
21	25362085	25381756	1	
13	23979810	24035027	1	SPATA13
21	45071828	45072239	-1	SSR4P1
21	43939919	43959673	1	
13	24122065	24123814	-1	IPO7P2
21	46326288	46326491	1	
13	32303699	32315363	-1	ZAR1L
21	36070024	36070700	1	
21	14961309	14964233	1	
21	14971470	14992854	1	
21	15346652	15346738	1	
21	15490530	15490767	-1	CYCSP42
21	15614283	15614389	1	RNU6-1326P
21	15694300	15696581	-1	RAD23BP3
21	34836286	34884882	1	RUNX1-AS1
13	32384660	32386108	1	IFIT1P1
13	32425358	32432954	-1	
21	37187666	37193926	-1	TTC3-AS1
13	32477274	32478841	1	ATP8A2P2
21	42781074	42782229	-1	
13	36804198	36805302	-1	NDE1P2
21	36388878	36389112	-1	ATP5MFP1
13	36849366	36850046	-1	SMAD9-IT1
21	36485867	36487760	1	
13	36922539	36922908	1	LAMTOR3P1
21	36485983	36487411	-1	PSMD4P1
13	36926438	36927219	-1	RPL29P28
21	36698773	36701564	-1	
13	36938400	36939494	-1	EIF4A1P5
21	39184469	39184899	1	
13	37103259	37105664	-1	CSNK1A1L
21	44414588	44425272	-1	TRPM2-AS
13	51908218	51910621	-1	CTAGE3P
13	51921251	51921587	1	
21	34073224	34362252	1	MRPS6
13	36819222	36829104	1	RFXAP
HG2213_PATCH	49814	53361	1	
13	46169458	46169748	-1	RN7SL288P
HG2213_PATCH	155651	155719	1	MIR4743
13	46249942	46250213	1	RN7SKP5
HG2213_PATCH	162845	177689	-1	
13	46270077	46270617	1	ABITRAMP1
HG2213_PATCH	244963	245588	1	
13	46290300	46298110	1	
HG2213_PATCH	315321	324040	-1	CTIF-AS1
13	46374401	46374590	-1	RNU2-6P
13	46410454	46410557	1	RNU6-68P
13	46437394	46437988	-1	PPP1R2P4
13	46460609	46461121	1	OR7E101P
13	46490930	46491121	1	COX17P1
13	46505118	46505436	1	FKBP1AP3
21	34073576	34143030	1	
13	45777242	45851753	-1	SIAH3
21	34073578	34106260	1	SLC5A3
13	102729367	102759072	-1	CCDC168
21	34135432	34136071	-1	RPS5P2
21	34180729	34371381	1	KCNE2
13	102799110	102875994	1	BIVM-ERCC5
21	8801362	8801880	-1	SNX18P10
21	8845566	8846646	1	MTCO1P1
21	8986999	8987178	1	MIR3648-2
21	8987370	8987430	1	
21	8995098	9129773	-1	TEKT4P2
13	102888858	102889834	1	
13	48041751	48042184	-1	
13	48134358	48134534	-1	POLR2KP2
13	48771128	48771827	1	PSME2P2
13	75375511	75377294	-1	
13	75549773	75807120	1	
HG545_PATCH	60453	60556	1	RNU6-1118P
HG545_PATCH	89815	92193	-1	CICP9
HG545_PATCH	90009	103004	1	
13	75631271	75632135	1	
13	75688556	75689197	-1	FAM204CP
13	99205708	99206006	1	RN7SKP9
13	99215372	99215758	-1	H2AZP3
HG545_PATCH	274485	278676	1	ABCD1P2
13	45263690	45263915	1	
13	45336314	45336447	-1	SNORA31B
13	45337480	45337609	-1	SNORA31
HG545_PATCH	290322	290411	1	
13	45350323	45351350	1	
HG545_PATCH	308975	311149	1	PABPC1P12
13	45390353	45391267	-1	RCN1P2
13	108267320	108267734	1	
13	108301212	108301331	-1	RNA5SP39
13	108335354	108448316	1	
HG545_PATCH	314038	362135	-1	SLC9B1P3
13	108480226	108481817	1	HCFC2P1
13	46717423	46717688	1	
13	60187738	60187830	-1	RNY4P28
13	60274776	60276006	1	TARDBPP2
13	60322591	60322766	1	
13	60613608	60613734	1	RNA5SP31
21	8996496	9018670	-1	
HG545_PATCH	369491	370969	1	ACTR3BP5
13	60636888	60638097	-1	EIF4A1P6
13	60730176	60733600	1	
21	9026613	9043126	-1	
13	36267168	36267274	1	RNU6-71P
13	69894101	69895085	-1	PSMC1P13
HG545_PATCH	386262	392296	1	CHEK2P5
13	83877205	83882474	-1	SLITRK1
21	9026821	9027329	-1	CDRT15P9
21	9068414	9073609	-1	TEKT4P2
HG545_PATCH	422234	422506	1	
HG545_PATCH	435162	435558	-1	
13	110456396	110463287	-1	COL4A2-AS2
HG545_PATCH	28811	36558	-1	SEPTIN7P9
13	110502575	110508179	-1	COL4A2-AS1
13	110613082	110616353	-1	NAXD-AS1
21	9082601	9083101	-1	SOWAHCP2
